Gene_name NCBI_gene_ID Gene_type
TRIM41 90933 protein_coding
NCKAP1L 3071 protein_coding
DNAI3 126820 protein_coding
RBAK-RBAKDN 100533952 protein_coding
ZBED8 63920 protein_coding
ARID4A 5926 protein_coding
DUSP1 1843 protein_coding
VSTM2B 342865 protein_coding
IPCEF1 26034 protein_coding
PCDHB7 56129 protein_coding
RCCD1 91433 protein_coding
TBC1D17 79735 protein_coding
CXXC5 51523 protein_coding
TNFRSF12A 51330 protein_coding
GPAT2 150763 protein_coding
POLR2L 5441 protein_coding
RNF34 80196 protein_coding
AGTPBP1 23287 protein_coding
PRELID1 27166 protein_coding
ZDHHC7 55625 protein_coding
TSPAN4 7106 protein_coding
COPS6 10980 protein_coding
MYEF2 50804 protein_coding
RPLP0 6175 protein_coding
HCFC1R1 54985 protein_coding
STRIP1 85369 protein_coding
HSFX3 101928917 protein_coding
ZXDA 7789 protein_coding
TRPC5 7224 protein_coding
KIF20A 10112 protein_coding
MAGEB18 286514 protein_coding
MCM7 4176 protein_coding
 MAGEB6B protein_coding
MAGEB6 158809 protein_coding
MAGEB5 347541 protein_coding
RBM42 79171 protein_coding
BCL2L15 440603 protein_coding
IZUMO3 100129669 protein_coding
KIAA1958 158405 protein_coding
MFSD9 84804 protein_coding
TOMM20L 387990 protein_coding
TMED7-TICAM2 100302736 protein_coding
ZFP37 7539 protein_coding
TIMM9 26520 protein_coding
FAM174A 345757 protein_coding
NTMT1 28989 protein_coding
ILRUN 64771 protein_coding
PLPPR5 163404 protein_coding
COMMD10 51397 protein_coding
BAG2 9532 protein_coding
PDCD5 9141 protein_coding
SLC5A7 60482 protein_coding
TAF11 6882 protein_coding
MYBPHL 343263 protein_coding
KIAA0586 9786 protein_coding
KIAA1191 57179 protein_coding
L3MBTL3 84456 protein_coding
GINS3 64785 protein_coding
AMMECR1 9949 protein_coding
PIFO 128344 protein_coding
NEK6 10783 protein_coding
IL1B 3553 protein_coding
TMEM86B 255043 protein_coding
LMF1 64788 protein_coding
PIF1 80119 protein_coding
AP4M1 9179 protein_coding
 GNG5P2 protein_coding
 TDGF1P3 protein_coding
PEG3 5178 protein_coding
PORCN 64840 protein_coding
TSPAN2 10100 protein_coding
CHID1 66005 protein_coding
FAM72D 728833 protein_coding
GRIA3 2892 protein_coding
CSMD3 114788 protein_coding
MOV10 4343 protein_coding
TNFAIP8 25816 protein_coding
IFT80 57560 protein_coding
IRX6 79190 protein_coding
SLC6A7 6534 protein_coding
BTBD1 53339 protein_coding
ROGDI 79641 protein_coding
SUCLG1 8802 protein_coding
MSANTD3 91283 protein_coding
OLFM1 10439 protein_coding
TBL1X 6907 protein_coding
PDE6A 5145 protein_coding
SLC16A10 117247 protein_coding
GLRA3 8001 protein_coding
YIPF4 84272 protein_coding
OLIG3 167826 protein_coding
GLO1 2739 protein_coding
GPR143 4935 protein_coding
SIN3A 25942 protein_coding
RANBP2 5903 protein_coding
RAB23 51715 protein_coding
ZCCHC7 84186 protein_coding
KDM8 79831 protein_coding
TIGD4 201798 protein_coding
MCRS1 10445 protein_coding
EGFL6 25975 protein_coding
DHFR 1719 protein_coding
FBXO8 26269 protein_coding
TCEANC 170082 protein_coding
RAB9A 9367 protein_coding
LATS1 9113 protein_coding
OFD1 8481 protein_coding
SEPTIN12 124404 protein_coding
ADRA2B 151 protein_coding
PRKCI 5584 protein_coding
NMS 129521 protein_coding
TAF6 6878 protein_coding
FAF2 23197 protein_coding
GRIK5 2901 protein_coding
TLE4 7091 protein_coding
GLRB 2743 protein_coding
FLI1 2313 protein_coding
EML4 27436 protein_coding
RGS17 26575 protein_coding
LRIG2 9860 protein_coding
SH3RF2 153769 protein_coding
DACT2 168002 protein_coding
OTOA 146183 protein_coding
ALDH1A3 220 protein_coding
TAF1 6872 protein_coding
SLC35F1 222553 protein_coding
PCCB 5096 protein_coding
LY6K 54742 protein_coding
SH3PXD2B 285590 protein_coding
TBP 6908 protein_coding
PSMA5 5686 protein_coding
TMEM175 84286 protein_coding
THEM6 51337 protein_coding
BAALC 79870 protein_coding
CCDC120 90060 protein_coding
TMEM87A 25963 protein_coding
RECQL4 9401 protein_coding
KCNJ5 3762 protein_coding
KCTD16 57528 protein_coding
ACP7 390928 protein_coding
SLC35A3 23443 protein_coding
CXCL14 9547 protein_coding
 C11orf45 protein_coding
NPAT 4863 protein_coding
CPLX2 10814 protein_coding
PAK4 10298 protein_coding
SH3RF3 344558 protein_coding
CIAO1 9391 protein_coding
UTP20 27340 protein_coding
STXBP5 134957 protein_coding
C11orf65 160140 protein_coding
HAND1 9421 protein_coding
PRAF2 11230 protein_coding
TMEM182 130827 protein_coding
CNPY4 245812 protein_coding
ZNF879 345462 protein_coding
ZNF609 23060 protein_coding
PYDC1 260434 protein_coding
WDR45 11152 protein_coding
NCCRP1 342897 protein_coding
SULT1A3 6818 protein_coding
MBLAC1 255374 protein_coding
IFNL3 282617 protein_coding
LAMTOR4 389541 protein_coding
CRYAB 1410 protein_coding
RETSAT 54884 protein_coding
LGR5 8549 protein_coding
IFNL1 282618 protein_coding
TRAPPC14 55262 protein_coding
SH3RF1 57630 protein_coding
GMFG 9535 protein_coding
CITED2 10370 protein_coding
DCLK2 166614 protein_coding
FYN 2534 protein_coding
ARHGAP39 80728 protein_coding
COA5 493753 protein_coding
FBLL1 345630 protein_coding
RMI2 116028 protein_coding
HSPB2 3316 protein_coding
PCDHB12 56124 protein_coding
GAL3ST4 79690 protein_coding
 HSPB2-C11orf52 protein_coding
GALM 130589 protein_coding
C11orf52 91894 protein_coding
PTTG1 9232 protein_coding
TNP2 7142 protein_coding
PRM3 58531 protein_coding
PRM2 5620 protein_coding
DIXDC1 85458 protein_coding
FOXH1 8928 protein_coding
ZNF592 9640 protein_coding
GPC2 221914 protein_coding
PRM1 5619 protein_coding
IL36B 27177 protein_coding
PSCA 8000 protein_coding
SAMD4B 55095 protein_coding
SNTB1 6641 protein_coding
 400499 protein_coding
ABHD17B 51104 protein_coding
LYPD1 116372 protein_coding
PVRIG 79037 protein_coding
PRKACG 5568 protein_coding
ORM2 5005 protein_coding
SPDYE3 441272 protein_coding
ATP6V1H 51606 protein_coding
SNN 8303 protein_coding
AGL 178 protein_coding
PREB 10113 protein_coding
ATMIN 23300 protein_coding
KDM4C 23081 protein_coding
IL3 3562 protein_coding
LEO1 123169 protein_coding
ZNF664 144348 protein_coding
SMARCA5 8467 protein_coding
GCSH 2653 protein_coding
PILRB 29990 protein_coding
 TAF11L12 protein_coding
RACK1 10399 protein_coding
NKAPD1 55216 protein_coding
TMOD3 29766 protein_coding
TMOD3 112268148 protein_coding
PAF1 54623 protein_coding
ZNF26 7574 protein_coding
PPIP5K1 9677 protein_coding
TMEM131L 23240 protein_coding
SCYL2 55681 protein_coding
TIMM8B 26521 protein_coding
DUSP2 1844 protein_coding
PILRA 29992 protein_coding
SDHD 6392 protein_coding
MED29 55588 protein_coding
ACTR3 10096 protein_coding
ZFP36 7538 protein_coding
CBWD3 445571 protein_coding
ENPP3 5169 protein_coding
PLEKHG2 64857 protein_coding
NAALADL2 254827 protein_coding
COL14A1 7373 protein_coding
MEPCE 56257 protein_coding
PPP1R35 221908 protein_coding
IL18 3606 protein_coding
DDX18 8886 protein_coding
DCUN1D1 54165 protein_coding
C7orf61 402573 protein_coding
TSC22D4 81628 protein_coding
TBC1D9 23158 protein_coding
PLA2G1B 5319 protein_coding
RPS16 6217 protein_coding
TEX12 56158 protein_coding
SMYD1 150572 protein_coding
PLOD2 5352 protein_coding
ZSCAN21 7589 protein_coding
BCO1 53630 protein_coding
BCO2 83875 protein_coding
SFRP2 6423 protein_coding
ADGRD1 283383 protein_coding
SUPT5H 6829 protein_coding
GPRIN3 285513 protein_coding
ZNF3 7551 protein_coding
SRP72 6731 protein_coding
NT5C1B-RDH14 100526794 protein_coding
PDPR 55066 protein_coding
NXPH2 11249 protein_coding
FAM153B 202134 protein_coding
RDH14 57665 protein_coding
LIMS4 100288695 protein_coding
PTS 5805 protein_coding
BIRC6 57448 protein_coding
AGO2 27161 protein_coding
MCCC1 56922 protein_coding
EXOSC6 118460 protein_coding
PLET1 349633 protein_coding
DDX19B 11269 protein_coding
FBXO30 84085 protein_coding
ETF1 2107 protein_coding
TBPL1 9519 protein_coding
TCF21 6943 protein_coding
CLCN3 1182 protein_coding
IFNG 3458 protein_coding
GSTA3 2940 protein_coding
GSTA4 2941 protein_coding
SLC6A17 388662 protein_coding
TONSL 4796 protein_coding
SNRNP35 11066 protein_coding
TRRAP 8295 protein_coding
LIX1L 128077 protein_coding
ARL10 285598 protein_coding
GCM1 8521 protein_coding
HSD3B2 3284 protein_coding
MED7 9443 protein_coding
TIMM50 92609 protein_coding
ZNF354C 30832 protein_coding
EN1 2019 protein_coding
OR2B6 26212 protein_coding
RMND5B 64777 protein_coding
CCDC148 130940 protein_coding
CEP43 11116 protein_coding
PTPN22 26191 protein_coding
NSMCE2 286053 protein_coding
IQCD 115811 protein_coding
 TCP10L2 protein_coding
CKMT1B 1159 protein_coding
MAB21L2 10586 protein_coding
ZNF10 7556 protein_coding
DLL3 10683 protein_coding
TSPAN5 10098 protein_coding
UNC93A 54346 protein_coding
C2orf76 130355 protein_coding
MYH6 4624 protein_coding
STRC 161497 protein_coding
PENK 5179 protein_coding
PCDHB9 56127 protein_coding
SELENOV 348303 protein_coding
RNF44 22838 protein_coding
MFSD3 113655 protein_coding
EID2B 126272 protein_coding
EID2 163126 protein_coding
TTLL2 83887 protein_coding
CCDC8 83987 protein_coding
PNMA8A 55228 protein_coding
CDKN1A 1026 protein_coding
GYPA 2993 protein_coding
PNMA8B 57469 protein_coding
LRRC14 9684 protein_coding
CALM3 808 protein_coding
ARHGAP26 23092 protein_coding
CNTN1 1272 protein_coding
ZFYVE21 79038 protein_coding
IFNGR1 3459 protein_coding
SEC62 7095 protein_coding
C8orf33 65265 protein_coding
PIP4P1 90809 protein_coding
GCC2 9648 protein_coding
SPATA31A5 727905 protein_coding
HTR1B 3351 protein_coding
PPP1R3G 648791 protein_coding
CCDC187 399693 protein_coding
SMOC2 64094 protein_coding
PTGIR 5739 protein_coding
WDR20 91833 protein_coding
DDX19A 55308 protein_coding
GNG8 94235 protein_coding
GOLGB1 2804 protein_coding
PTBP3 9991 protein_coding
RIPOR2 9750 protein_coding
DACT3 147906 protein_coding
LRFN1 57622 protein_coding
CRB3 92359 protein_coding
CYP27C1 339761 protein_coding
CKMT1A 548596 protein_coding
PACS2 23241 protein_coding
COL11A1 1301 protein_coding
ZFAT 57623 protein_coding
DENND1C 79958 protein_coding
SPR 6697 protein_coding
SSH1 54434 protein_coding
SF3B6 51639 protein_coding
SCGB3A2 117156 protein_coding
NPR2 4882 protein_coding
MAP3K20 51776 protein_coding
PLAC8L1 153770 protein_coding
PDIA3 2923 protein_coding
DELE1 9812 protein_coding
GPKOW 27238 protein_coding
ST3GAL2 6483 protein_coding
MAGIX 79917 protein_coding
MAPKAPK5 8550 protein_coding
SOX2 6657 protein_coding
FCSK 197258 protein_coding
ATP11B 23200 protein_coding
B4GALT1 2683 protein_coding
GAGE10 102724473 protein_coding
TUBB4A 10382 protein_coding
FOXP3 50943 protein_coding
ELL3 80237 protein_coding
PPM1K 152926 protein_coding
GABRA1 2554 protein_coding
FKTN 2218 protein_coding
HS6ST1 9394 protein_coding
ARL1 400 protein_coding
GAB1 2549 protein_coding
TMEM185B 79134 protein_coding
IL36G 56300 protein_coding
TNFSF9 8744 protein_coding
MFAP1 4236 protein_coding
CD70 970 protein_coding
OR4C46 119749 protein_coding
INTS14 81556 protein_coding
OR52L1 338751 protein_coding
C3 718 protein_coding
OR56B4 196335 protein_coding
CHMP3 51652 protein_coding
DAAM1 23002 protein_coding
RFC5 5985 protein_coding
H2BC12 85236 protein_coding
OR8A1 390275 protein_coding
DCBLD1 285761 protein_coding
FBXO10 26267 protein_coding
FNIP2 57600 protein_coding
SF3B3 23450 protein_coding
CYP51A1 1595 protein_coding
STON1-GTF2A1L 286749 protein_coding
SLC1A2 6506 protein_coding
NPY1R 4886 protein_coding
PHF3 23469 protein_coding
CCDC198 55195 protein_coding
MAGEA9 4108 protein_coding
CT47A10 728036 protein_coding
TOMM5 401505 protein_coding
SLC24A1 9187 protein_coding
KRIT1 889 protein_coding
NTAQ1 55093 protein_coding
CT47A9 728042 protein_coding
TMA16 55319 protein_coding
FRMPD1 22844 protein_coding
CT47A8 728049 protein_coding
CT47A5 728072 protein_coding
NR2E1 7101 protein_coding
ITPR2 3709 protein_coding
GPR108 56927 protein_coding
CT47A3 728082 protein_coding
CT47A2 728090 protein_coding
TRMT10B 158234 protein_coding
HSFX2 100130086 protein_coding
PDLIM5 10611 protein_coding
RTL8B 441518 protein_coding
RTL8C 8933 protein_coding
AARS1 16 protein_coding
TSPYL1 7259 protein_coding
SOWAHC 65124 protein_coding
H2BC14 8342 protein_coding
H4C12 8362 protein_coding
RTL8A 26071 protein_coding
SIM1 6492 protein_coding
SMIM10L2B 644596 protein_coding
NCKAP5 344148 protein_coding
GPHN 10243 protein_coding
ETDB 100129515 protein_coding
CT55 54967 protein_coding
NUP153 9972 protein_coding
ZNF75D 7626 protein_coding
DENND4A 10260 protein_coding
ETDA 101928677 protein_coding
ALKBH2 121642 protein_coding
ETDC 110806299 protein_coding
ZNF449 203523 protein_coding
SFRP1 6422 protein_coding
ACTRT3 84517 protein_coding
SMIM10L2A 399668 protein_coding
IQCJ-SCHIP1 29970 protein_coding
IQCJ-SCHIP1 100505385 protein_coding
PRDX4 10549 protein_coding
TRIM55 84675 protein_coding
NCK2 8440 protein_coding
EXOSC3 51010 protein_coding
TCHP 84260 protein_coding
DCAF10 79269 protein_coding
THSD7B 80731 protein_coding
ACOT9 23597 protein_coding
UNC5A 90249 protein_coding
TRIP10 9322 protein_coding
GPR31 2853 protein_coding
LPA 4018 protein_coding
SLC25A51 92014 protein_coding
RNPC3 55599 protein_coding
SHB 6461 protein_coding
FARS2 10667 protein_coding
CRH 1392 protein_coding
AIF1L 83543 protein_coding
KDM2B 84678 protein_coding
ELL2 22936 protein_coding
RAB11A 8766 protein_coding
TRIB1 10221 protein_coding
MECOM 2122 protein_coding
ZBTB24 9841 protein_coding
HIBCH 26275 protein_coding
HIGD2A 192286 protein_coding
H2BC11 8970 protein_coding
H2AC14 8331 protein_coding
KCNK10 54207 protein_coding
PRDM13 59336 protein_coding
SNX7 51375 protein_coding
H4C11 8363 protein_coding
SPINK5 11005 protein_coding
DTNBP1 84062 protein_coding
NUP214 8021 protein_coding
GOLGA8K 653125 protein_coding
APOO 79135 protein_coding
HAS2 3037 protein_coding
AP4B1 10717 protein_coding
ATAD2 29028 protein_coding
SPTLC2 9517 protein_coding
CXorf58 254158 protein_coding
CALD1 800 protein_coding
GOLGA8O 728047 protein_coding
DKC1 1736 protein_coding
ADSS1 122622 protein_coding
POLR3C 10623 protein_coding
H2AC12 85235 protein_coding
H2BC1 255626 protein_coding
H2AC1 221613 protein_coding
TFAP2D 83741 protein_coding
RNF144B 255488 protein_coding
DACT1 51339 protein_coding
PXDC1 221749 protein_coding
SH2D3A 10045 protein_coding
IYD 389434 protein_coding
SLC38A6 145389 protein_coding
CIB2 10518 protein_coding
SARS1 6301 protein_coding
LIMS1 3987 protein_coding
NEUROG2 63973 protein_coding
CYP4V2 285440 protein_coding
TNFSF14 8740 protein_coding
SYMPK 8189 protein_coding
TAOK3 51347 protein_coding
LRAT 9227 protein_coding
SLC22A16 85413 protein_coding
MPP1 4354 protein_coding
GFPT2 9945 protein_coding
IDH3A 3419 protein_coding
PLRG1 5356 protein_coding
DDO 8528 protein_coding
SLC30A7 148867 protein_coding
WRNIP1 56897 protein_coding
NPBWR1 2831 protein_coding
PLPP5 84513 protein_coding
SERPINB1 1992 protein_coding
TMEM170A 124491 protein_coding
COX5B 1329 protein_coding
CHST6 4166 protein_coding
SERPINB9 5272 protein_coding
GSTM1 2944 protein_coding
MARCOL 105378220 protein_coding
LMAN2 10960 protein_coding
TMEM231 79583 protein_coding
MCM2 4171 protein_coding
METTL17 64745 protein_coding
CEP44 80817 protein_coding
SERPINB6 5269 protein_coding
DRC1 92749 protein_coding
SMIM9 100132963 protein_coding
H2AB1 474382 protein_coding
F8A1 8263 protein_coding
GABARAPL2 11345 protein_coding
NSD3 54904 protein_coding
ARMCX5 64860 protein_coding
TERF2IP 54386 protein_coding
PEBP1 5037 protein_coding
DUXB 100033411 protein_coding
CPHXL 105371346 protein_coding
ATF7IP2 80063 protein_coding
GPRASP1 9737 protein_coding
ING2 3622 protein_coding
TIFAB 497189 protein_coding
CDK6 1021 protein_coding
MSI1 4440 protein_coding
FLT4 2324 protein_coding
FSTL5 56884 protein_coding
ARMCX5-GPRASP2 100528062 protein_coding
SEC22B 9554 protein_coding
BHLHB9 80823 protein_coding
MGAT4A 11320 protein_coding
MYSM1 114803 protein_coding
SPATA48 100130988 protein_coding
KIAA1549 57670 protein_coding
FAM78A 286336 protein_coding
CEP83 51134 protein_coding
GUCY2F 2986 protein_coding
FOXA3 3171 protein_coding
IRF2BP1 26145 protein_coding
MYPOP 339344 protein_coding
NANOS2 339345 protein_coding
MAP3K13 9175 protein_coding
CCDC61 729440 protein_coding
LAMC3 10319 protein_coding
GOLGA6L4 643707 protein_coding
NXT2 55916 protein_coding
WDR76 79968 protein_coding
KCNE5 23630 protein_coding
PGLYRP1 8993 protein_coding
ACSL4 2182 protein_coding
NPAS2 4862 protein_coding
ARHGAP10 79658 protein_coding
IGFL4 444882 protein_coding
ANKRD34A 284615 protein_coding
IGFL2 147920 protein_coding
GLIS1 148979 protein_coding
GNAO1 2775 protein_coding
TMEM196 256130 protein_coding
UCK1 83549 protein_coding
IGFL3 388555 protein_coding
PTGFRN 5738 protein_coding
GPNMB 10457 protein_coding
SIX5 147912 protein_coding
GSC 145258 protein_coding
DNAAF2 55172 protein_coding
TPM1 7168 protein_coding
VEPH1 79674 protein_coding
BCAS2 10286 protein_coding
OR52E5 390082 protein_coding
TEDC1 283643 protein_coding
DMWD 1762 protein_coding
OR56A5 390084 protein_coding
ASCL1 429 protein_coding
 OR56B2P protein_coding
GCN1 10985 protein_coding
DDB2 1643 protein_coding
RSPH6A 81492 protein_coding
BPHL 670 protein_coding
ZNF326 284695 protein_coding
SPATA31A3 727830 protein_coding
ZNF426 79088 protein_coding
ENG 2022 protein_coding
ELMOD3 84173 protein_coding
TRIM45 80263 protein_coding
AMFR 267 protein_coding
CHN2 1124 protein_coding
ZNF561 93134 protein_coding
GALNTL6 442117 protein_coding
KAAG1 353219 protein_coding
GPLD1 2822 protein_coding
FGF1 2246 protein_coding
PALLD 23022 protein_coding
SLC49A4 84925 protein_coding
INS 3630 protein_coding
OGFOD1 55239 protein_coding
USP30 84749 protein_coding
VANGL1 81839 protein_coding
TH 7054 protein_coding
ZNF562 54811 protein_coding
GRPEL2 134266 protein_coding
HJV 148738 protein_coding
AK1 203 protein_coding
FAM156B 727866 protein_coding
ALDH5A1 7915 protein_coding
KARS1 3735 protein_coding
MSX2 4488 protein_coding
ZNF846 162993 protein_coding
ZNF846 100505555 protein_coding
TMIGD3 57413 protein_coding
ERGIC1 57222 protein_coding
H2AB2 474381 protein_coding
F8A2 474383 protein_coding
OR10G2 26534 protein_coding
TREX2 11219 protein_coding
TMEM253 643382 protein_coding
TENT5C 54855 protein_coding
ENPP6 133121 protein_coding
CUX2 23316 protein_coding
PDZK1 5174 protein_coding
FBXL12 54850 protein_coding
 OR4Q3 protein_coding
HEPH 9843 protein_coding
BCL2L2 599 protein_coding
 30815 protein_coding
ST6GALNAC4 27090 protein_coding
BCL2L2-PABPN1 100529063 protein_coding
SNX10 29887 protein_coding
RWDD4 201965 protein_coding
DVL3 1857 protein_coding
TSHR 7253 protein_coding
BICRA 29998 protein_coding
TDP2 51567 protein_coding
GAN 8139 protein_coding
BOD1 91272 protein_coding
EHD2 30846 protein_coding
PIP5KL1 138429 protein_coding
SLC25A13 10165 protein_coding
FAT1 2195 protein_coding
ACOT13 55856 protein_coding
POLR3K 51728 protein_coding
NOP53 29997 protein_coding
NOS1 4842 protein_coding
SNRNP25 79622 protein_coding
TBC1D7 51256 protein_coding
TBC1D7 107080638 protein_coding
VPS45 11311 protein_coding
PTCD1 26024 protein_coding
SLU7 10569 protein_coding
GUCY1A2 2977 protein_coding
DPM2 8818 protein_coding
MED12L 116931 protein_coding
RHBDF1 64285 protein_coding
TAS2R4 50832 protein_coding
CCM2 83605 protein_coding
FAM102A 399665 protein_coding
FAM160A2 84067 protein_coding
TMEM184C 55751 protein_coding
ARAP3 64411 protein_coding
FHL2 2274 protein_coding
MPG 4350 protein_coding
PRXL2C 195827 protein_coding
SELENOW 6415 protein_coding
GTF2A1 2957 protein_coding
IL15 3600 protein_coding
TLE3 7090 protein_coding
NPRL3 8131 protein_coding
SLC37A2 219855 protein_coding
ZNF782 158431 protein_coding
TPRX1 284355 protein_coding
NUTM2G 441457 protein_coding
CRX 1406 protein_coding
EPM2A 7957 protein_coding
STON2 85439 protein_coding
ZNF552 79818 protein_coding
RTL1 388015 protein_coding
EIF2S1 1965 protein_coding
ZNF587B 100293516 protein_coding
